name,season,episode,line,cap,music
Winter Is Coming,1,1,134,"Their days are too long,",FALSE
Winter Is Coming,1,1,135,their lives are too short.,FALSE
Winter Is Coming,1,1,136,"All these years,",FALSE
Winter Is Coming,1,1,137,and I still feel like an outsider when I come here.,FALSE
Winter Is Coming,1,1,138,You have five northern children.,FALSE
Winter Is Coming,1,1,139,You're not an outsider.,FALSE
Winter Is Coming,1,1,140,I wonder if the old gods agree.,FALSE
Winter Is Coming,1,1,141,It's your gods with all the rules.,FALSE
Winter Is Coming,1,1,142,"I am so sorry, my love.",FALSE
Winter Is Coming,1,1,143,Tell me. - There was a raven from King's Landing.,FALSE
Winter Is Coming,1,1,144,Jon Arryn is dead.,FALSE
Winter Is Coming,1,1,145,A fever took him.,FALSE
Winter Is Coming,1,1,146,I know he was like a father to you.,FALSE
Winter Is Coming,1,1,147,"Your sister, the boy? - They both have their health,",FALSE
Winter Is Coming,1,1,148,gods be good.,FALSE
Winter Is Coming,1,1,149,The raven brought more news.,FALSE
Winter Is Coming,1,1,150,The king rides for Winterfell...,FALSE
Winter Is Coming,1,1,151,with the queen and all the rest of them.,FALSE
Winter Is Coming,1,1,152,If he's coming this far north...,FALSE
Winter Is Coming,1,1,153,there's only one thing he's after.,FALSE
Winter Is Coming,1,1,154,"You can always say no, Ned.",FALSE
Winter Is Coming,1,1,155,We'll need plenty of candles for Lord Tyrion's chamber.,FALSE
Winter Is Coming,1,1,156,I'm told he reads all night. - I'm told he drinks all night.,FALSE
Winter Is Coming,1,1,157,How much could he possibly drink? A man of his...,FALSE
Winter Is Coming,1,1,158,stature?,FALSE
Winter Is Coming,1,1,159,We've brought up eight barrels of ale from the cellar.,FALSE
Winter Is Coming,1,1,160,Perhaps we'll find out.,FALSE
Winter Is Coming,1,1,161,"In any case, candles.",FALSE
Winter Is Coming,1,1,162,Why is your mother so dead set on us getting pretty for the king?,FALSE
Winter Is Coming,1,1,163,"It's for the queen, I bet. I hear she's a sleek bit of mink.",FALSE
Winter Is Coming,1,1,164,I hear the prince is a right royal prick.,FALSE
Winter Is Coming,1,1,165,Think of all those southern girls he gets to stab with his right royal prick.,FALSE
Winter Is Coming,1,1,166,"Go on, Tommy, shear him good.",FALSE
Winter Is Coming,1,1,167,He's never met a girl he likes better than his own hair.,FALSE
Winter Is Coming,1,1,168,"Gods, but they grow fast.",FALSE
Winter Is Coming,1,1,169,Brandon!,FALSE
Winter Is Coming,1,1,170,I saw the king. He's got hundreds of people.,FALSE
Winter Is Coming,1,1,171,How many times have I told you? No climbing.,FALSE
Winter Is Coming,1,1,172,"But he's coming right now, down our road.",FALSE
Winter Is Coming,1,1,173,"I want you to promise me,",FALSE
Winter Is Coming,1,1,174,no more climbing.,FALSE
Winter Is Coming,1,1,175,I promise.,FALSE
Winter Is Coming,1,1,176,Do you know what? - What?,FALSE
Winter Is Coming,1,1,177,You always look at your feet before you lie.,FALSE
Winter Is Coming,1,1,178,Run and find your father.,FALSE
Winter Is Coming,1,1,179,Tell him the king is close.,FALSE
Winter Is Coming,1,1,180,"Where's Arya? Sansa, where's your sister?",FALSE
Winter Is Coming,1,1,181,"Hey, hey, hey, hey. - Oh.",FALSE
Winter Is Coming,1,1,182,What are you doing with that on?,FALSE
Winter Is Coming,1,1,183,Go on.,FALSE
Winter Is Coming,1,1,184,Move!,FALSE
Winter Is Coming,1,1,185,Your Grace.,FALSE
Winter Is Coming,1,1,186,You've got fat.,FALSE
Winter Is Coming,1,1,187,Cat! - Your Grace.,FALSE
Winter Is Coming,1,1,188,Nine years... Why haven't I seen you? Where the hell have you been?,FALSE
Winter Is Coming,1,1,189,"Guarding the North for you, Your Grace. Winterfell is yours.",FALSE
Winter Is Coming,1,1,190,Where's the Imp? - Will you shut up?,FALSE
Winter Is Coming,1,1,191,Who have we here?,FALSE
Winter Is Coming,1,1,192,You must be Robb.,FALSE
Winter Is Coming,1,1,193,"My, you're a pretty one.",FALSE
Winter Is Coming,1,1,194,Your name is?,FALSE
Winter Is Coming,1,1,195,Arya.,FALSE
Winter Is Coming,1,1,196,"Oh, show us your muscles.",FALSE
Winter Is Coming,1,1,197,You'll be a soldier.,FALSE
Winter Is Coming,1,1,198,"That's Jaime Lannister, the queen's twin brother.",FALSE
Winter Is Coming,1,1,199,Would you please shut up?,FALSE
Winter Is Coming,1,1,200,My queen.,FALSE
Winter Is Coming,1,1,201,My queen.,FALSE
Winter Is Coming,1,1,202,Take me to your crypt. I want to pay my respects.,FALSE
Winter Is Coming,1,1,203,"We've been riding for a month, my love.",FALSE
Winter Is Coming,1,1,204,Surely the dead can wait.,FALSE
Winter Is Coming,1,1,205,Ned.,FALSE
Winter Is Coming,1,1,206,Where's the Imp?,FALSE
Winter Is Coming,1,1,207,Where is our brother?,FALSE
Winter Is Coming,1,1,208,Go and find the little beast.,FALSE
Winter Is Coming,1,1,209,Tell me about Jon Arryn.,FALSE
Winter Is Coming,1,1,210,One minute he was fine and then...,FALSE
Winter Is Coming,1,1,211,"burned right through him, whatever it was.",FALSE
Winter Is Coming,1,1,212,I loved that man.,FALSE
Winter Is Coming,1,1,213,We both did.,FALSE
Winter Is Coming,1,1,214,"He never had to teach you much, but me? You remember me at 16?",FALSE
Winter Is Coming,1,1,215,All I wanted to do,FALSE
Winter Is Coming,1,1,216,was crack skulls and fuck girls.,FALSE
Winter Is Coming,1,1,217,He showed me what was what. - Aye.,FALSE
Winter Is Coming,1,1,218,Don't look at me like that. It's not his fault I didn't listen.,FALSE
Winter Is Coming,1,1,219,"I need you, Ned,",FALSE
Winter Is Coming,1,1,220,"down at King's Landing, not up here where you're no damn use to anybody.",FALSE
Winter Is Coming,1,1,221,Lord Eddard Stark...,FALSE
Winter Is Coming,1,1,222,I would name you the Hand of the King.,FALSE
Winter Is Coming,1,1,223,I'm not worthy of the honour.,FALSE
Winter Is Coming,1,1,224,I'm not trying to honour you.,FALSE
Winter Is Coming,1,1,225,I'm trying to get you to run my kingdom,FALSE
Winter Is Coming,1,1,226,"while I eat, drink and whore my way to an early grave.",FALSE
Winter Is Coming,1,1,227,"Damn it, Ned, stand up.",FALSE
Winter Is Coming,1,1,228,"You helped me win the Iron Throne,",FALSE
Winter Is Coming,1,1,229,now help me keep the damn thing.,FALSE
Winter Is Coming,1,1,230,We were meant to rule together.,FALSE
Winter Is Coming,1,1,231,"If your sister had lived, we'd have been bound by blood.",FALSE
Winter Is Coming,1,1,232,"Well, it's not too late.",FALSE
Winter Is Coming,1,1,233,"I have a son, you have a daughter.",FALSE
Winter Is Coming,1,1,234,We'll join our houses.,FALSE
Winter Is Coming,1,1,235,It is true what they say about the northern girls.,FALSE
Winter Is Coming,1,1,236,Did you hear the king's in Winterfell?,FALSE
Winter Is Coming,1,1,237,I did hear something about that.,FALSE
Winter Is Coming,1,1,238,And the queen and her twin brother.,FALSE
Winter Is Coming,1,1,239,They say that he is the most handsome man in the Seven Kingdoms.,FALSE
Winter Is Coming,1,1,240,And the other brother?,FALSE
Winter Is Coming,1,1,241,The queen has two brothers? - There's the pretty one...,FALSE
Winter Is Coming,1,1,242,and there's the clever one.,FALSE
Winter Is Coming,1,1,243,Mmm...,FALSE
Winter Is Coming,1,1,244,I hear they call him the Imp.,FALSE
Winter Is Coming,1,1,245,I hear he hates that nickname.,FALSE
Winter Is Coming,1,1,246,Oh? I hear he's more than earned it.,FALSE
Winter Is Coming,1,1,247,"I hear he's a drunken little lecher,",FALSE
Winter Is Coming,1,1,248,prone to all manner of perversions.,FALSE
Winter Is Coming,1,1,249,Clever girl.,FALSE
Winter Is Coming,1,1,250,"We've been expecting you, Lord Tyrion.",FALSE
Winter Is Coming,1,1,251,Have you?,FALSE
Winter Is Coming,1,1,252,Already? - Oh!,FALSE
Winter Is Coming,1,1,253,The gods gave me one blessing.,FALSE
Winter Is Coming,1,1,254,Don't get up. - My lord.,FALSE
Winter Is Coming,1,1,255,"Should I explain to you the meaning of a closed door in a whorehouse, brother?",FALSE
Winter Is Coming,1,1,256,"You have much to teach me, no doubt,",FALSE
Winter Is Coming,1,1,257,but our sister craves your attention.,FALSE
Winter Is Coming,1,1,258,"She has odd cravings, our sister.",FALSE
Winter Is Coming,1,1,259,A family trait.,FALSE
Winter Is Coming,1,1,260,"Now, the Starks are feasting us at sundown.",FALSE
Winter Is Coming,1,1,261,"Don't leave me alone with these people. - I'm sorry, I've begun the feast a bit early.",FALSE
Winter Is Coming,1,1,262,And this is the first of many courses.,FALSE
Winter Is Coming,1,1,263,I thought you might say that.,FALSE
Winter Is Coming,1,1,264,But since we're short on time...,FALSE
Winter Is Coming,1,1,265,"Come on, girls.",FALSE
Winter Is Coming,1,1,266,See you at sundown.,FALSE
Winter Is Coming,1,1,267,Close the door!,FALSE
Winter Is Coming,1,1,268,Did you have to bury her in a place like this?,FALSE
Winter Is Coming,1,1,269,She should be on a hill somewhere,FALSE
Winter Is Coming,1,1,270,with the sun and the clouds above her.,FALSE
Winter Is Coming,1,1,271,She was my sister.,FALSE
Winter Is Coming,1,1,272,This is where she belongs.,FALSE
Winter Is Coming,1,1,273,She belonged with me.,FALSE
Winter Is Coming,1,1,274,"In my dreams, I kill him every night.",FALSE
Winter Is Coming,1,1,275,"It's done, Your Grace. The Targaryens are gone.",FALSE
Winter Is Coming,1,1,276,Not all of them.,FALSE
Winter Is Coming,1,1,277,Daenerys!,FALSE
Winter Is Coming,1,1,278,Daenerys.,FALSE
Winter Is Coming,1,1,279,There's our bride-to-be.,FALSE
Winter Is Coming,1,1,280,"Look, a gift from Illyrio.",FALSE
Winter Is Coming,1,1,281,Touch it.,FALSE
Winter Is Coming,1,1,282,"Go on, feel the fabric.",FALSE
Winter Is Coming,1,1,283,Mmm.,FALSE
Winter Is Coming,1,1,284,Isn't he a gracious host?,FALSE
Winter Is Coming,1,1,285,We've been his guests for over a year and he's never asked us for anything.,FALSE
Winter Is Coming,1,1,286,Illyrio's no fool.,FALSE
Winter Is Coming,1,1,287,He knows I won't forget my friends,FALSE
Winter Is Coming,1,1,288,when I come into my throne.,FALSE
Winter Is Coming,1,1,289,You still slouch.,FALSE
Winter Is Coming,1,1,290,Let them see.,FALSE
Winter Is Coming,1,1,291,You have a woman's body now.,FALSE
Winter Is Coming,1,1,292,I need you to be perfect today.,FALSE
Winter Is Coming,1,1,293,Can you do that for me?,FALSE
Winter Is Coming,1,1,294,"You don't want to wake the dragon, do you?",FALSE
Winter Is Coming,1,1,295,No.,FALSE
Winter Is Coming,1,1,296,"When they write the history of my reign, sweet sister,",FALSE
Winter Is Coming,1,1,297,they will say it began today.,FALSE
Winter Is Coming,1,1,298,"It's too hot, my lady.",FALSE
Winter Is Coming,1,1,299,Where is he?,FALSE
Winter Is Coming,1,1,300,The Dothraki are not known for their punctuality.,FALSE
Winter Is Coming,1,1,301,"Athchomar chomakaan, Khal vezhven.",FALSE
Winter Is Coming,1,1,302,May I present my honoured guests?,FALSE
Winter Is Coming,1,1,303,"Viserys of House Targaryen,",FALSE
Winter Is Coming,1,1,304,"the third of his name,",FALSE
Winter Is Coming,1,1,305,"the rightful King of the Andals and the First Men,",FALSE
Winter Is Coming,1,1,306,"and his sister,",FALSE
Winter Is Coming,1,1,307,Daenerys of House Targaryen.,FALSE
Winter Is Coming,1,1,308,Do you see how long his hair is?,FALSE
Winter Is Coming,1,1,309,When Dothraki are defeated in combat,FALSE
Winter Is Coming,1,1,310,they cut off their braid so the whole world can see their shame.,FALSE
Winter Is Coming,1,1,311,Khal Drogo has never been defeated.,FALSE
Winter Is Coming,1,1,312,"He's a savage, of course, but he's one of the finest killers alive.",FALSE
Winter Is Coming,1,1,313,And you will be his queen.,FALSE
Winter Is Coming,1,1,314,"Come forward, my dear.",FALSE
Winter Is Coming,1,1,315,Where is he going?,FALSE
Winter Is Coming,1,1,316,The ceremony is over. - But he... But he didn't say anything.,FALSE
Winter Is Coming,1,1,317,Did he like her?,FALSE
Winter Is Coming,1,1,318,"Trust me, Your Grace, if he didn't like her, we'd know.",FALSE
Winter Is Coming,1,1,319,It won't be long now.,FALSE
Winter Is Coming,1,1,320,Soon you will cross the narrow sea and take back your father's throne.,FALSE
Winter Is Coming,1,1,321,The people drink secret toasts to your health.,FALSE
Winter Is Coming,1,1,322,They cry out for their true king.,FALSE
Winter Is Coming,1,1,323,When will they be married?,FALSE
Winter Is Coming,1,1,324,Soon. The Dothraki never stay still for long.,FALSE
Winter Is Coming,1,1,325,Is it true they lie with their horses?,FALSE
Winter Is Coming,1,1,326,I wouldn't ask Khal Drogo.,FALSE
Winter Is Coming,1,1,327,Do you take me for a fool?,FALSE
Winter Is Coming,1,1,328,I take you for a king.,FALSE
Winter Is Coming,1,1,329,Kings lack the caution of common men.,FALSE
Winter Is Coming,1,1,330,My apologies if I've given offence.,FALSE
Winter Is Coming,1,1,331,I know how to play a man like Drogo.,FALSE
Winter Is Coming,1,1,332,I give him a queen and he gives me an army.,FALSE
Winter Is Coming,1,1,333,I don't want to be his queen.,FALSE
Winter Is Coming,1,1,334,I want to go home.,FALSE
Winter Is Coming,1,1,335,So do I.,FALSE
Winter Is Coming,1,1,336,"I want us both to go home,",FALSE
Winter Is Coming,1,1,337,but they took it from us.,FALSE
Winter Is Coming,1,1,338,"So tell me, sweet sister,",FALSE
Winter Is Coming,1,1,339,how do we go home?,FALSE
Winter Is Coming,1,1,340,I don't know.,FALSE
Winter Is Coming,1,1,341,We go home with an army.,FALSE
Winter Is Coming,1,1,342,With Khal Drogo's army.,FALSE
Winter Is Coming,1,1,343,"I would let his whole tribe fuck you,",FALSE
Winter Is Coming,1,1,344,"all 40,000 men and their horses too,",FALSE
Winter Is Coming,1,1,345,if that's what it took.,FALSE
Winter Is Coming,1,1,346,Do you think Joffrey will like me?,FALSE
Winter Is Coming,1,1,347,What if he thinks I'm ugly?,FALSE
Winter Is Coming,1,1,348,Then he is the stupidest prince that ever lived.,FALSE
Winter Is Coming,1,1,349,He's so handsome.,FALSE
Winter Is Coming,1,1,350,When would we be married? Soon? Or do we have to wait?,FALSE
Winter Is Coming,1,1,351,Hush now. Your father hasn't even said yes.,FALSE
Winter Is Coming,1,1,352,Why would he say no?,FALSE
Winter Is Coming,1,1,353,He'd be the second most powerful man in the kingdoms.,FALSE
Winter Is Coming,1,1,354,He'd have to leave home.,FALSE
Winter Is Coming,1,1,355,He'd have to leave me.,FALSE
Winter Is Coming,1,1,356,And so would you.,FALSE
Winter Is Coming,1,1,357,You left your home to come here.,FALSE
Winter Is Coming,1,1,358,And I'd be queen someday.,FALSE
Winter Is Coming,1,1,359,Please make Father say yes!,FALSE
Winter Is Coming,1,1,360,"Sansa... - Please, please!",FALSE
Winter Is Coming,1,1,361,It's the only thing I ever wanted.,FALSE
Winter Is Coming,1,1,362,"Fill that up! Boys, Rodrik, come on.",FALSE
Winter Is Coming,1,1,363,Come on!,FALSE
Winter Is Coming,1,1,364,"Come here, you little beauty!",FALSE
Winter Is Coming,1,1,365,Is he dead yet?,FALSE
Winter Is Coming,1,1,366,Uncle Benjen.,FALSE
Winter Is Coming,1,1,367,You got bigger.,FALSE
Winter Is Coming,1,1,368,Rode all day.,FALSE
Winter Is Coming,1,1,369,Didn't want to leave you alone with the Lannisters.,FALSE
Winter Is Coming,1,1,370,Why aren't you at the feast?,FALSE
Winter Is Coming,1,1,371,Lady Stark thought it might insult the royal family,FALSE
Winter Is Coming,1,1,372,to seat a bastard in their midst.,FALSE
Winter Is Coming,1,1,373,"Well, you're always welcome on the Wall.",FALSE
Winter Is Coming,1,1,374,No bastard was ever refused a seat there.,FALSE
Winter Is Coming,1,1,375,So take me with you when you go back.,FALSE
Winter Is Coming,1,1,376,Jon... - Father will let me if you ask him.,FALSE
Winter Is Coming,1,1,377,I know he will.,FALSE
Winter Is Coming,1,1,378,The Wall isn't going anywhere.,FALSE
Winter Is Coming,1,1,379,I'm ready to swear your oath.,FALSE
Winter Is Coming,1,1,380,You don't understand what you'd be giving up.,FALSE
Winter Is Coming,1,1,381,We have no families.,FALSE
Winter Is Coming,1,1,382,None of us will ever father sons. - I don't care about that.,FALSE
Winter Is Coming,1,1,383,"You might, if you knew what it meant.",FALSE
Winter Is Coming,1,1,384,"I'd better get inside,",FALSE
Winter Is Coming,1,1,385,rescue your father from his guests.,FALSE
Winter Is Coming,1,1,386,We'll talk later.,FALSE
Winter Is Coming,1,1,387,Your uncle's in the Night's Watch.,FALSE
Winter Is Coming,1,1,388,What are you doing back there?,FALSE
Winter Is Coming,1,1,389,Preparing for a night with your family.,FALSE
Winter Is Coming,1,1,390,I've always wanted to see the Wall.,FALSE
Winter Is Coming,1,1,391,"You're Tyrion Lannister,",FALSE
Winter Is Coming,1,1,392,the queen's brother?,FALSE
Winter Is Coming,1,1,393,My greatest accomplishment.,FALSE
Winter Is Coming,1,1,394,"And you, you're Ned Stark's bastard, aren't you?",FALSE
Winter Is Coming,1,1,395,Did I offend you? Sorry.,FALSE
Winter Is Coming,1,1,396,"You are the bastard, though.",FALSE
Winter Is Coming,1,1,397,Lord Eddard Stark is my father.,FALSE
Winter Is Coming,1,1,398,"And Lady Stark is not your mother,",FALSE
Winter Is Coming,1,1,399,making you... the bastard.,FALSE
Winter Is Coming,1,1,400,"Let me give you some advice, bastard.",FALSE
Winter Is Coming,1,1,401,Never forget what you are.,FALSE
Winter Is Coming,1,1,402,The rest of the world will not.,FALSE
Winter Is Coming,1,1,403,Wear it like armour...,FALSE
Winter Is Coming,1,1,404,and it can never be used to hurt you.,FALSE
Winter Is Coming,1,1,405,What the hell do you know about being a bastard?,FALSE
Winter Is Coming,1,1,406,All dwarves are bastards in their father's eyes.,FALSE
Winter Is Coming,1,1,407,You at a feast...,FALSE
Winter Is Coming,1,1,408,it's like a bear in a trap.,FALSE
Winter Is Coming,1,1,409,The boy I beheaded...,FALSE
Winter Is Coming,1,1,410,did you know him? - Of course I did. Just a lad.,FALSE
Winter Is Coming,1,1,411,"But he was tough, Ned,",FALSE
Winter Is Coming,1,1,412,a true ranger.,FALSE
Winter Is Coming,1,1,413,He was talking madness.,FALSE
Winter Is Coming,1,1,414,Said the walkers slaughtered his friends.,FALSE
Winter Is Coming,1,1,415,The two he was with are still missing.,FALSE
Winter Is Coming,1,1,416,Hmph. A wildling ambush.,FALSE
Winter Is Coming,1,1,417,Maybe.,FALSE
Winter Is Coming,1,1,418,"Direwolves south of the Wall,",FALSE
Winter Is Coming,1,1,419,"talk of the walkers,",FALSE
Winter Is Coming,1,1,420,and my brother might be the next Hand of the King.,FALSE
Winter Is Coming,1,1,421,Winter is coming.,FALSE
Winter Is Coming,1,1,422,Winter is coming.,FALSE
Winter Is Coming,1,1,423,Uncle Benjen. - Robb boy.,FALSE
Winter Is Coming,1,1,424,How are you? - I'm good.,FALSE
Winter Is Coming,1,1,425,"Is this your first time in the North, Your Grace?",FALSE
Winter Is Coming,1,1,426,Yes. Lovely country.,FALSE
Winter Is Coming,1,1,427,I'm sure it's very grim after King's Landing.,FALSE
Winter Is Coming,1,1,428,I remember how scared I was when Ned brought me up here for the first time.,FALSE
Winter Is Coming,1,1,429,"Hello, little dove.",FALSE
Winter Is Coming,1,1,430,But you are a beauty.,FALSE
Winter Is Coming,1,1,431,"How old are you? - Thirteen, Your Grace.",FALSE
